,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending
225,716260269201831,https://www.facebook.com/ads/archive/render_ad/?id=716260269201831&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,You can register to vote in Florida in just 3 minutes using this online form >>,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
226,2300175666953202,https://www.facebook.com/ads/archive/render_ad/?id=2300175666953202&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Floridians can register to vote online in minutes. Register now with this simple online form >>,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
227,2711614129075404,https://www.facebook.com/ads/archive/render_ad/?id=2711614129075404&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Registering to vote online in Florida is quick, simple, and convenient! Register in just 3 minutes using this online form >>",The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
228,239706637283240,https://www.facebook.com/ads/archive/render_ad/?id=239706637283240&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
229,553918875324162,https://www.facebook.com/ads/archive/render_ad/?id=553918875324162&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
230,172099527498481,https://www.facebook.com/ads/archive/render_ad/?id=172099527498481&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
231,245685006517710,https://www.facebook.com/ads/archive/render_ad/?id=245685006517710&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
232,521705538522380,https://www.facebook.com/ads/archive/render_ad/?id=521705538522380&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
233,532967614036160,https://www.facebook.com/ads/archive/render_ad/?id=532967614036160&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Still need to register to vote? Click here to register online!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
234,572356130345876,https://www.facebook.com/ads/archive/render_ad/?id=572356130345876&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
235,880243379069283,https://www.facebook.com/ads/archive/render_ad/?id=880243379069283&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Businesses with paid sick leave policies experience greater workforce stability, increased productivity, illness prevention, and lower healthcare costs. Employees shouldn’t have to sacrifice wages for health. Register to vote today and then make your voice heard as the election approaches.",The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
236,275974633787539,https://www.facebook.com/ads/archive/render_ad/?id=275974633787539&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,70% of young American voters view climate change as a serious problem. We need a government that will also take our climate seriously. Register to vote now and let politicians know what you want them to do!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
237,277439449958185,https://www.facebook.com/ads/archive/render_ad/?id=277439449958185&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Florida!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
238,296098738070035,https://www.facebook.com/ads/archive/render_ad/?id=296098738070035&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Florida!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
239,607657363428901,https://www.facebook.com/ads/archive/render_ad/?id=607657363428901&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
240,691840354926084,https://www.facebook.com/ads/archive/render_ad/?id=691840354926084&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Florida!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
241,3002605056428654,https://www.facebook.com/ads/archive/render_ad/?id=3002605056428654&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Wisconsin!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
242,273727774031868,https://www.facebook.com/ads/archive/render_ad/?id=273727774031868&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Wisconsin!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
243,344614816511261,https://www.facebook.com/ads/archive/render_ad/?id=344614816511261&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Wisconsin!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
244,571557530133230,https://www.facebook.com/ads/archive/render_ad/?id=571557530133230&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,70% of young American voters view climate change as a serious problem. We need a government that will also take our climate seriously. Register to vote now and let politicians know what you want them to do!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
245,710014506432912,https://www.facebook.com/ads/archive/render_ad/?id=710014506432912&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
246,1027637650971514,https://www.facebook.com/ads/archive/render_ad/?id=1027637650971514&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
247,2873202242792661,https://www.facebook.com/ads/archive/render_ad/?id=2873202242792661&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Still need to register to vote? Click here to register online!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
248,196630544659169,https://www.facebook.com/ads/archive/render_ad/?id=196630544659169&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
249,263338178197922,https://www.facebook.com/ads/archive/render_ad/?id=263338178197922&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Have you registered to vote? Complete your registration online before the deadline - click here and fill out the form today>>,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
250,282344902929800,https://www.facebook.com/ads/archive/render_ad/?id=282344902929800&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
251,306594126993142,https://www.facebook.com/ads/archive/render_ad/?id=306594126993142&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Individuals without paid sick leave are 1.5x more likely to go to work with a contagious illness than those with paid sick leave! We need to prevent this from happening and give people time to get well. Register to vote today and tell your elected officials you support paid sick leave!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
252,612352302994457,https://www.facebook.com/ads/archive/render_ad/?id=612352302994457&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Individuals without paid sick leave are 1.5x more likely to go to work with a contagious illness than those with paid sick leave! We need to prevent this from happening and give people time to get well. Register to vote today and tell your elected officials you support paid sick leave!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
253,676498716227712,https://www.facebook.com/ads/archive/render_ad/?id=676498716227712&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,People just want to take care of their loved ones and themselves if they are sick. Paid sick leave will provide them with this freedom! Register to vote today and then let elected officials know we want them to recognize this need.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
254,697841724308434,https://www.facebook.com/ads/archive/render_ad/?id=697841724308434&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
255,885442895305308,https://www.facebook.com/ads/archive/render_ad/?id=885442895305308&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
256,919233268518624,https://www.facebook.com/ads/archive/render_ad/?id=919233268518624&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
257,1098185523895634,https://www.facebook.com/ads/archive/render_ad/?id=1098185523895634&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,People just want to take care of their loved ones and themselves if they are sick. Paid sick leave will provide them with this freedom! Register to vote today and then let elected officials know we want them to recognize this need.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
258,259279625129439,https://www.facebook.com/ads/archive/render_ad/?id=259279625129439&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Iowa!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
259,301566930866513,https://www.facebook.com/ads/archive/render_ad/?id=301566930866513&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Iowa!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
260,373250340298526,https://www.facebook.com/ads/archive/render_ad/?id=373250340298526&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
261,575923793301493,https://www.facebook.com/ads/archive/render_ad/?id=575923793301493&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Iowa!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
262,696527111162301,https://www.facebook.com/ads/archive/render_ad/?id=696527111162301&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The state of Michigan has just begun allowing citizens to register to vote online, in addition to registering in-person. Get started now!",The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
263,819567241784528,https://www.facebook.com/ads/archive/render_ad/?id=819567241784528&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Iowa!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
264,535170640501877,https://www.facebook.com/ads/archive/render_ad/?id=535170640501877&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Florida!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
265,2497505253894544,https://www.facebook.com/ads/archive/render_ad/?id=2497505253894544&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Florida!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
266,235552427866574,https://www.facebook.com/ads/archive/render_ad/?id=235552427866574&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Virginia!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
267,549228565980795,https://www.facebook.com/ads/archive/render_ad/?id=549228565980795&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Wisconsin!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
268,555041702094203,https://www.facebook.com/ads/archive/render_ad/?id=555041702094203&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
269,658416541667588,https://www.facebook.com/ads/archive/render_ad/?id=658416541667588&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register to vote online in your state! It only takes 3 minutes.,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
270,692411021515658,https://www.facebook.com/ads/archive/render_ad/?id=692411021515658&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Pennsylvania!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
271,951502658633044,https://www.facebook.com/ads/archive/render_ad/?id=951502658633044&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Register online to vote in Minnesota!,The Voter Participation Center,"{'lower_bound': '0', 'upper_bound': '999'}",USD,"{'lower_bound': '0', 'upper_bound': '99'}"
